"year","month","area","boat","nominal"
2020,6,1,3,0
2020,6,2,4,367999998.900068
2020,6,2,5,367999998.395135
2020,6,2,6,367999997.461247
2020,6,2,7,367999998.22273
2020,6,2,8,367999994.678416
2020,6,2,9,368000000.279034
2020,6,2,10,367999997.416542
2020,7,2,1,440000002.932545
2020,7,1,2,0
2020,7,1,3,0
2020,7,2,4,439999997.954815
2020,7,2,5,439999998.867445
2020,7,2,6,439999997.570786
2020,7,2,7,439999999.538542
2020,7,2,8,439999997.542725
2020,7,2,9,439999997.644791
2020,7,2,10,440000001.4885
2020,8,2,1,511999997.784401
2020,8,1,2,3.83109245164694
2020,8,1,3,0.808322477567667
2020,8,2,4,511999996.235938
2020,8,2,5,511999998.275622
2020,8,2,6,512000003.071926
2020,8,2,7,512000000.564548
2020,8,2,8,512000002.849164
2020,8,2,9,511999997.127034
2020,8,2,10,511999999.0797
2020,9,2,1,584000001.743566
2020,9,1,2,1.29384631194293
2020,9,1,3,0
2020,9,2,4,584000001.607578
2020,9,2,5,584000000.395739
2020,9,2,6,583999995.012523
2020,9,2,7,584000000.580631
2020,9,2,8,583999999.033542
2020,9,2,9,583999999.937124
2020,9,2,10,583999999.694273
2020,10,2,1,656000001.629333
2020,10,1,2,1.91409834033906
2020,10,1,3,0
2020,10,2,4,655999999.770182
2020,10,2,5,656000005.301016
2020,10,2,6,655999996.932836
2020,10,2,7,655999999.060186
2020,10,2,8,655999999.214041
2020,10,2,9,655999997.329106
2020,10,2,10,655999996.706857
2020,11,2,1,727999996.04186
2020,11,1,2,3.22819243986479
2020,11,1,3,1.90025345639366
2020,11,2,4,728000001.691067
2020,11,2,5,728000003.111404
2020,11,2,6,728000002.41858
2020,11,2,7,727999998.846079
2020,11,2,8,727999999.636929
2020,11,2,9,728000000.303357
2020,11,2,10,727999998.547542
2020,12,2,1,800000002.887928
2020,12,1,2,0
2020,12,1,3,1.42603696559364
2020,12,2,4,799999998.867229
2020,12,2,5,800000000.707106
2020,12,2,6,799999997.342057
2020,12,2,7,799999999.571316
2020,12,2,8,800000000.119098
2020,12,2,9,800000000.153344
2020,12,2,10,799999999.654417
2021,1,2,1,9000003.90138116
2021,1,2,2,8999999.98316551
2021,1,2,3,9000001.2998271
2021,1,2,4,9000003.2488689
2021,1,2,5,9000000.67495643
2021,1,2,6,8999999.20613758
2021,1,2,7,8999997.28373256
2021,1,2,8,8999999.57073387
2021,1,2,9,9000000.20539244
2021,1,1,10,0
2021,2,2,1,90000003.4681278
2021,2,2,2,89999997.167836
2021,2,2,3,89999997.8901638
2021,2,2,4,90000000.4909285
2021,2,2,5,90000001.0245027
2021,2,2,6,89999995.6197923
2021,2,2,7,90000000.2982104
2021,2,2,8,89999999.0505476
2021,2,2,9,90000001.1693662
2021,2,1,10,0
2021,3,2,1,171000000.260332
2021,3,2,2,170999999.571657
2021,3,2,3,170999999.060282
2021,3,2,4,170999997.274309
2021,3,2,5,170999998.38243
2021,3,2,6,171000000.234074
2021,3,2,7,170999998.957096
2021,3,2,8,170999997.371046
2021,3,2,9,171000000.986089
2021,3,1,10,1.59744676700589
2021,4,2,1,252000001.133199
2021,4,2,2,252000003.147106
2021,4,2,3,252000001.952051
2021,4,2,4,251999999.500814
2021,4,2,5,252000001.515378
2021,4,2,6,252000001.306356
2021,4,2,7,252000001.397124
2021,4,2,8,251999999.522815
2021,4,2,9,251999992.762148
2021,4,1,10,0.468819830605552
2021,5,2,1,332999999.78841
2021,5,2,2,332999997.654107
2021,5,2,3,333000001.968008
2021,5,2,4,332999998.377364
2021,5,2,5,332999998.366596
2021,5,2,6,333000001.257356
2021,5,2,7,332999999.477768
2021,5,2,8,332999999.481238
2021,5,2,9,332999996.948817
2021,5,1,10,0
2021,6,2,1,414000000.948399
2021,6,2,2,413999999.652329
2021,6,2,3,414000000.618823
2021,6,2,4,413999995.973596
2021,6,2,5,414000003.147512
2021,6,2,6,414000003.358819
2021,6,2,7,413999999.995692
2021,6,2,8,413999999.565337
2021,6,2,9,413999996.447816
2021,6,1,10,3.17003994105337
2021,7,2,1,494999997.713769
2021,7,2,2,495000004.453465
2021,7,2,3,494999998.536771
2021,7,2,4,495000000.183345
2021,7,2,5,495000003.74784
2021,7,2,6,494999998.360726
2021,7,2,7,495000000.580049
2021,7,2,8,495000000.213549
2021,7,2,9,494999999.057342
2021,7,1,10,0
2021,8,2,1,575999999.545977
2021,8,2,2,575999995.805031
2021,8,2,3,576000000.305355
2021,8,2,4,576000001.073385
2021,8,2,5,576000001.167017
2021,8,2,6,575999998.256286
2021,8,2,7,576000000.608845
2021,8,2,8,576000000.950276
2021,8,2,9,575999998.247021
2021,8,1,10,0
2021,9,2,1,657000001.312851
2021,9,2,2,657000000.475364
2021,9,2,3,657000001.363238
2021,9,2,4,657000000.425933
2021,9,2,5,657000000.517607
2021,9,2,6,657000000.789167
2021,9,2,7,657000003.155918
2021,9,2,8,657000000.360168
2021,9,2,9,656999994.157487
2021,9,1,10,0
2021,10,2,1,737999995.736512
2021,10,2,2,738000000.640839
2021,10,2,3,738000003.085051
2021,10,2,4,738000001.810117
2021,10,2,5,738000000.877344
2021,10,2,6,737999998.390563
2021,10,2,7,737999993.201966
2021,10,2,8,738000001.618068
2021,10,2,9,737999997.181646
2021,10,1,10,0
2021,11,2,1,819000002.377364
2021,11,2,2,819000000.793847
2021,11,2,3,818999996.744638
2021,11,2,4,819000001.566917
2021,11,2,5,819000004.422867
2021,11,2,6,819000002.93046
2021,11,2,7,818999998.532162
2021,11,2,8,819000003.638802
2021,11,2,9,819000002.690372
2021,11,1,10,0
2021,12,2,1,900000001.73769
2021,12,2,2,900000001.972762
2021,12,2,3,900000003.996637
2021,12,2,4,900000003.615603
2021,12,2,5,899999995.705926
2021,12,2,6,899999999.310126
2021,12,2,7,900000002.954143
2021,12,2,8,899999999.70053
2021,12,2,9,900000000.380136
2021,12,1,10,0
2022,1,2,1,9999997.94849667
2022,1,2,2,10000000.3738678
2022,1,2,3,9999998.9063764
2022,1,2,4,10000001.0036273
2022,1,2,5,10000002.1122305
2022,1,2,6,9999997.99900213
2022,1,2,7,10000000.5457721
2022,1,2,8,9999997.53744083
2022,1,2,9,10000000.4549201
2022,1,2,10,9999997.8680254
2022,2,2,1,100000000.166194
2022,2,2,2,99999999.6838182
2022,2,2,3,99999999.4540747
2022,2,2,4,99999999.6688767
2022,2,2,5,99999997.7778013
2022,2,2,6,100000002.331583
2022,2,2,7,99999998.2961493
2022,2,2,8,100000000.336241
2022,2,2,9,100000001.770223
2022,2,2,10,100000000.624914
2022,3,2,1,190000002.254283
2022,3,2,2,189999997.659755
2022,3,2,3,190000001.704852
2022,3,2,4,190000001.176011
2022,3,2,5,190000003.693052
2022,3,2,6,189999999.418054
2022,3,2,7,190000002.266944
2022,3,2,8,190000001.383343
2022,3,2,9,189999999.405954
2022,3,2,10,190000001.129942
2022,4,2,1,279999996.697786
2022,4,2,2,279999999.246843
2022,4,2,3,280000002.157165
2022,4,2,4,280000001.454906
2022,4,2,5,279999998.938556
2022,4,2,6,279999999.73891
2022,4,2,7,279999995.137605
2022,4,2,8,280000001.03131
2022,4,2,9,279999999.352446
2022,4,2,10,279999999.150062
2022,5,2,1,369999998.209184
2022,5,2,2,369999999.262255
2022,5,2,3,369999998.169431
2022,5,2,4,369999997.476733
2022,5,2,5,369999999.05908
2022,5,2,6,370000000.762285
2022,5,2,7,370000001.294241
2022,5,2,8,369999996.186555
2022,5,2,9,369999997.217333
2022,5,2,10,369999996.435479
2022,6,2,1,460000000.824861
2022,6,2,2,459999998.01676
2022,6,2,3,460000002.89343
2022,6,2,4,460000004.884738
2022,6,2,5,459999999.250302
2022,6,2,6,459999998.796186
2022,6,2,7,459999998.394706
2022,6,2,8,459999999.592061
2022,6,2,9,460000004.784213
2022,6,2,10,459999999.636586
2022,7,2,1,550000002.522943
2022,7,2,2,550000001.757588
2022,7,2,3,550000002.322697
2022,7,2,4,550000003.528615
2022,7,2,5,549999998.684551
2022,7,2,6,549999999.123634
2022,7,2,7,549999999.463374
2022,7,2,8,549999997.818077
2022,7,2,9,550000001.293318
2022,7,2,10,549999998.087451
2022,8,2,1,640000002.71884
2022,8,2,2,639999998.047803
2022,8,2,3,640000001.3843
2022,8,2,4,640000000.375377
2022,8,2,5,640000000.601789
2022,8,2,6,640000000.602183
2022,8,2,7,639999998.800975
2022,8,2,8,639999997.170116
2022,8,2,9,639999999.350349
2022,8,2,10,639999998.627327
2022,9,2,1,729999996.556353
2022,9,2,2,729999999.299873
2022,9,2,3,730000003.447526
2022,9,2,4,730000000.158395
2022,9,2,5,729999999.216325
2022,9,2,6,730000000.44559
2022,9,2,7,730000001.183066
2022,9,2,8,729999996.078996
2022,9,2,9,729999999.109603
2022,9,2,10,729999998.139507
2022,10,2,1,820000001.823209
2022,10,2,2,819999999.149709
2022,10,2,3,820000001.865175
2022,10,2,4,820000001.566832
2022,10,2,5,819999998.383326
2022,10,2,6,819999999.441113
2022,10,2,7,820000000.916378
2022,10,2,8,820000001.156688
2022,10,2,9,820000002.561198
2022,10,2,10,819999999.423978
2022,11,2,1,910000001.380829
2022,11,2,2,909999998.686244
2022,11,2,3,910000000.411666
2022,11,2,4,910000003.840978
2022,11,2,5,909999998.871706
2022,11,2,6,909999998.575548
2022,11,2,7,909999999.827389
2022,11,2,8,910000000.584851
2022,11,2,9,910000001.630091
2022,11,2,10,910000002.879767
2022,12,2,1,1000000000.06453
2022,12,2,2,1000000002.98343
2022,12,2,3,1000000000.39719
2022,12,2,4,999999999.9716
2022,12,2,5,999999996.689534
2022,12,2,6,1000000001.51609
2022,12,2,7,1000000000.59831
2022,12,2,8,999999997.125243
2022,12,2,9,1000000001.41864
2022,12,2,10,999999998.991083
